1.000000000000000000e+00 3.564704159768248104e+01 3.575147902971024649e+01 3.575147902971024649e+01
2.000000000000000000e+00 4.020092603914896046e+01 4.027479437024236830e+01 4.027479437024236830e+01
3.000000000000000000e+00 4.342475664931008339e+01 4.346074322346739649e+01 4.346074322346739649e+01
4.000000000000000000e+00 4.410863431554753333e+01 4.415068314275556816e+01 4.415068314275556816e+01
5.000000000000000000e+00 4.470047139069430386e+01 4.473015537775463457e+01 4.473015537775463457e+01
